rank,_input,prodLink,name,asin,salesprice
48,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0222639310LWDNF2VYZN&url=%2FSummit-Brands-Laundry-Whitener-Bottle%2Fdp%2FB007XQXWFO%2Fref%3Dsr_1_48_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-48-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_btf,"OUT White Brite Laundry Whitener, Removes Red Clay, Perfect for Cleaning White Baseball Pants, Sheets, Towels, Safer than Bleach, Cleaner, Brighter, Fresher Laundry, 4 Lb 12 Oz, Pack of 6",B007XQXWFO,$98.23
49,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A1032574QG6NOAGZ8YAP&url=%2FUnderarm-Corrector-Sensitive-Nourishes-Brighten%2Fdp%2FB08NDQMDML%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-49-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_btf,"Underarm Cream,Body Cream for Dark Spot Corrector and Remover for Knees, Elbows, Sensitive, Nourishes, Brighten Cream for Armpit",B08NDQMDML,$9.99
50,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A00082242BQ6PB4M68ZUW&url=%2FNxN-Acne-Edit-Spot-Treatment%2Fdp%2FB07C4T5X89%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-50-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_btf,"NxN Acne Edit Spot Treatment with Probiotics, Licorice Root, Ginger and Colloidal Sulfur, to rapidly reduce acne blemish size",B07C4T5X89,$9.95
51,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03366772VBMHPCA89G1J&url=%2FCystic-Acne-Treatment-Scar-Remover%2Fdp%2FB08MQMNWYM%2Fref%3Dsr_1_51_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-51-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_btf,Cystic Acne Treatment and Acne Scar Remover - Made in USA - Effective Face & Body Severe Acne Cleanser with Tea Tree Oil - Prevent Future Breakouts - Natural Acne Spot Pimple Cream,B08MQMNWYM,$21.95
52,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A00564301KUQRPLH7FWP&url=%2FGET-EVEN-SCRUB-makers-Dermastone%2Fdp%2FB084Q6KSPY%2Fref%3Dsr_1_52_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-52-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_btf,"GET EVEN LEG SCRUB from the makers of Dermastone - Ingrown Hair Treatment For Women, Strawberry Legs Treatment, Natural Dead Skin Remover, Foot Scrub Exfoliator For Dry Skin. Glowstone | Glow Stone",B084Q6KSPY,$17.50
53,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A10253142T6X3P49Y3SW9&url=%2FCrystal-Deodorant-Stick-4-25oz-Pack%2Fdp%2FB001E0YEIY%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-1-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_atf,"Crystal Aluminium Free Mineral Deodorant Stick - 4.25 fl oz, Pack of 2 - Clear Unscented",B001E0YEIY,$13.12
54,pOWNEF,https://www.amazon.com/Kasa-Smart-Light-Switch-TP-Link/dp/B01EZV35QU/ref=sr_1_2?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-2,"Kasa Smart HS200 Light Switch by TP-Link, Single Pole, Needs Neutral Wire, 2.4Ghz Wi-Fi Light Switch Works with Alexa and Google Assistant, UL Certified, 1-Pack, White",B01EZV35QU,$14.99
55,pOWNEF,https://www.amazon.com/Marey-Power-Propane-Tankless-Heater/dp/B00886CZA6/ref=sr_1_3?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-3,"Marey GA10LP Power 10L 3.1 GPM Propane Gas Tankless Water Heater, Liquid, White",B00886CZA6,$229.99
56,pOWNEF,https://www.amazon.com/Ecosmart-ECO-36-Electric-Tankless/dp/B00M05IUE6/ref=sr_1_4?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-4,Ecosmart ECO 36 36kw 240V Electric Tankless Water Heater,B00M05IUE6,$578.75
57,pOWNEF,https://www.amazon.com/Rinnai-V65EP-Tankless-Heater-V65eP-Propane/dp/B0084CPEE8/ref=sr_1_5?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-5,Rinnai Outdoor Tankless Hot Water Heater / V65eP / Propane / 6.3 GPM,B0084CPEE8,$680.40
58,pOWNEF,https://www.amazon.com/Marey-ECO110-Self-Modulating-Small-White/dp/B008C3X0O0/ref=sr_1_6?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-6,"Marey ECO110 220V Self-Modulating 11 kW, Small, White",B008C3X0O0,$199.99
59,pOWNEF,https://www.amazon.com/Eccotemp-i12-LP-water-heater-Black/dp/B0157EJT28/ref=sr_1_7?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-7,"Eccotemp i12-LP water heater, 4 GPM, Black",B0157EJT28,
60,pOWNEF,https://www.amazon.com/Jackery-Portable-Power-Station-Generator/dp/B07D29QNMJ/ref=sr_1_8?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-8,"Jackery Portable Power Station Explorer 240, 240Wh Backup Lithium Battery, 110V/200W Pure Sine Wave AC Outlet, Solar Generator (Solar Panel Not Included) for Outdoors Camping Travel Hunting Emergency",B07D29QNMJ,$199.99
61,pOWNEF,https://www.amazon.com/Hanes-Ultimate-Heavyweight-Fleece-Sweatshirt/dp/B00JUMCTO4/ref=sr_1_9?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-9,Hanes Men's Ultimate Cotton Heavyweight Crewneck Sweatshirt,B00JUMCTO4,$14.99
62,pOWNEF,https://www.amazon.com/Projector-PVO-Portable-Cartoon-Interfaces/dp/B08B8DKYPS/ref=sr_1_10?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-10,"Mini Projector, PVO Portable Projector for Cartoon, Kids Gift, Outdoor Movie Projector, LED Pico Video Projector for Home Theater Movie Projector with HDMI USB TV AV Interfaces and Remote Control",B08B8DKYPS,$69.99
63,pOWNEF,https://www.amazon.com/Leisure-Upgraded-Portable-Projector-Compatible/dp/B078KF8CSX/ref=sr_1_11?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-11,"VANKYO LEISURE 3 Mini Projector, 1080P and 170'' Display Supported, Portable Movie Projector with 40,000 Hrs LED Lamp Life, Compatible with TV Stick, PS4, HDMI, VGA, TF, AV and USB",B078KF8CSX,$99.99
64,pOWNEF,https://www.amazon.com/DR-J-Upgraded-4Inch-Projector-Display/dp/B07174LM85/ref=sr_1_12?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-12,"DR. J Professional HI-04 Mini Projector Outdoor Movie Projector with 100Inch Projector Screen, 1080P Supported Compatible with TV Stick, Video Games, HDMI,USB,TF,VGA,AUX,AV [Latest Upgrade]",B07174LM85,$89.99
65,pOWNEF,https://www.amazon.com/Liquid-I-V-Multiplier-Electrolyte-Supplement/dp/B07HCNM7KQ/ref=sr_1_13?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-13,"Liquid I.V. Hydration Multiplier, Electrolyte Powder, Easy Open Packets, Supplement Drink Mix (Passion Fruit) (16)",B07HCNM7KQ,
66,pOWNEF,https://www.amazon.com/Energizer-Max-Alkaline-Batteries-Count/dp/B07HJ79MDT/ref=sr_1_14?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-14,"Energizer MAX D Batteries, Premium Alkaline D Cell Batteries (12 Battery Count)",B07HJ79MDT,$14.65
67,pOWNEF,https://www.amazon.com/Liquid-I-V-Multiplier-Electrolyte-Supplement/dp/B01IT9NLHW/ref=sr_1_15?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-15,"Liquid I.V. Hydration Multiplier, Electrolyte Powder, Easy Open Packets, Supplement Drink Mix (Lemon Lime, 16 Count)",B01IT9NLHW,
68,pOWNEF,https://www.amazon.com/Orgain-Organic-Protein-Powder-Chocolate/dp/B00J074W94/ref=sr_1_16?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-16,"Orgain Organic Plant Based Protein Powder, Creamy Chocolate Fudge - Vegan, Low Net Carbs, Non Dairy, Gluten Free, Lactose Free, No Sugar Added, Soy Free, Kosher, Non-GMO, 2.03 Pound",B00J074W94,
69,pOWNEF,https://www.amazon.com/Arm-Hammer-Super-Washing-Soda/dp/B0029XNTEU/ref=sr_1_17?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-17,"Arm & Hammer Super Washing Soda Detergent Booster & Household Cleaner, 55oz.",B0029XNTEU,
70,pOWNEF,https://www.amazon.com/Escolite-Flashlight-Ultraviolet-Blacklight-Detector/dp/B008133KB4/ref=sr_1_18?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-18,"Escolite UV Flashlight Black Light, 51 LED 395 nM Ultraviolet Blacklight Detector for Dog Urine, Pet Stains and Bed Bug",B008133KB4,$12.99
71,pOWNEF,https://www.amazon.com/Mini-Projector-Smartphone-Compatible-Entertainment/dp/B07QMRRHPY/ref=sr_1_19?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-19,"Mini Projector, Hompow High Brightness Movie Projector, Smartphone Portable Video Projector 1080P Supported and 176"" Display, Compatible with TV Stick/HDMI/VGA/USB/TV Box/Laptop/DVD/PS4 for Home",B07QMRRHPY,$79.99
72,pOWNEF,https://www.amazon.com/Downy-Unstopables-Wash-Booster-Packaging/dp/B07BHXTZVB/ref=sr_1_20?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-20,"Downy Unstopables In-Wash Scent Booster Beads, FRESH, 20.1 oz",B07BHXTZVB,
73,pOWNEF,https://www.amazon.com/Purina-Beneful-Healthy-Weight-Chicken/dp/B00YB0EXJ4/ref=sr_1_21?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-21,"Purina Beneful Healthy Weight With Farm-Raised Chicken, Healthy Weight Dry Dog Food - 6.3 lb. Bag",B00YB0EXJ4,
74,pOWNEF,https://www.amazon.com/12-Benefits-Instant-Healthy-Treatment/dp/B006VP8EBU/ref=sr_1_22?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-22,12 Benefits Instant Healthy Hair Treatment 6 Oz Set of 2,B006VP8EBU,$41.98
75,pOWNEF,https://www.amazon.com/CRAFTSMAN-CMCK700D2-V20-7-Tool-Combo/dp/B07KKH3TY5/ref=sr_1_23?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-23,"CRAFTSMAN V20 Cordless Drill Combo Kit, 7 Tool (CMCK700D2)",B07KKH3TY5,$300.51
76,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02333541RFOI5VIZGQGP&url=%2FOne-Living-Earth-Collagen-Facial%2Fdp%2FB089MYFN9D%2Fref%3Dsr_1_24_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-24-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_mtf,"One Living Earth Collagen Face Facial Mask for Women - Deep Cleansing with Triple Action Clay & Activated Charcoal - Pore Minimizer, Reduce Acne, Blackheads, Oily Skin, Wrinkles, Fine Lines (6 oz)",B089MYFN9D,$15.99
77,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A065697720P10ZHXVSM2D&url=%2FSHILLS-Charcoal-Purifying-Blackhead-Remover%2Fdp%2FB07WRNWML9%2Fref%3Dsr_1_25_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-25-spons%26psc%3D1%26smid%3DA2MTH8UNMIGJ7T&qualifier=1614762669&id=5629433099036904&widgetName=sp_mtf,"SHILLS Charcoal Mask for Men, Purifying Peel Off Mask, Black Mask Peel Off, Black Mask Deep Clean Pore, Blackhead Remover, 1 Bottle (1.69 fl. oz) and a Brush Set",B07WRNWML9,$13.39
78,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A08902803ET567XYBPE19&url=%2FHide-Drink-Adjustable-Essentials-Accessories%2Fdp%2FB083THXHQP%2Fref%3Dsr_1_26_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-26-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_mtf,"Hide & Drink, Leather Hanging Glasses Bag, Adjustable Strap, Travel Essentials, Everyday Accessories, Handmade Includes 101 Year Warranty :: Bourbon Brown",B083THXHQP,$20.99
79,pOWNEF,https://www.amazon.com/CINEMOOD-Portable-Theater-Favorites-Streams/dp/B079HJB9P8/ref=sr_1_27?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-27,"CINEMOOD Portable Movie Theater - Includes Educational Disney Content, Streams Netflix, Amazon Prime Videos and Youtube - Anytime, Anyplace",B079HJB9P8,$299.99
80,pOWNEF,https://www.amazon.com/Anker-PowerCore-Portable-10000mAh-Delivery/dp/B082WD5TY8/ref=sr_1_28?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-28,"Anker USB-C Portable Charger, 18W PowerCore Slim 10000 PD, 10000mAh Power Delivery Power Bank for iPhone 12/Mini/X/XR/XS Max, S10, Pixel 3/3XL, iPad Pro 2018, and More (Charger Not Included)",B082WD5TY8,$29.99
81,pOWNEF,https://www.amazon.com/Westinghouse-iGen160s-Portable-Generator-Included/dp/B0823BB4RV/ref=sr_1_29?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-29,"Westinghouse iGen160s Portable Power Station and Outdoor Solar Generator, 150 Peak Watts and 100 Rated Watts, 155Wh Lithium-ion Battery (Solar Panel Not Included)",B0823BB4RV,$128.83
82,pOWNEF,https://www.amazon.com/Ceramic-Drawers-Birthdays-Registry-Housewarming/dp/B078X12B3V/ref=sr_1_30?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-30,"Cheese Board 2 Ceramic Bowls 2 Serving Plates. Magnetic 4 Drawers Bamboo Charcuterie Cutlery Knife Set, 2 Server Forks, Wine Opener, Labels, Markers, Gift for Birthdays, Wedding Registry,Housewarming",B078X12B3V,$69.99
83,pOWNEF,https://www.amazon.com/AmazonBasics-6-Outlet-Surge-Protector-Power/dp/B07Q54SMY8/ref=sr_1_31?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-31,"Amazon Basics 6-Outlet Surge Protector Power Strip with 2 USB Ports - 500 Joule, Black, 2-Pack",B07Q54SMY8,
84,pOWNEF,https://www.amazon.com/Purina-Beneful-High-Protein-Prime/dp/B07RV74X6G/ref=sr_1_32?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-32,"Purina Beneful Prime with Farm-Raised Beef, Active High Protein Dry Dog Food - 26 lb. Bag",B07RV74X6G,
85,pOWNEF,https://www.amazon.com/Protector-Anker-Outlets-PowerPort-Extension/dp/B078YLFFXL/ref=sr_1_33?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-33,"Anker Power Strip Surge Protector, 12 Outlets & 3 USB Ports with Flat Plug, PowerPort Strip With 6ft Extension Cord, PowerIQ for iPhone XS/XS Max/XR/X, Galaxy, for Home, Office, and More (4000 Joules)",B078YLFFXL,$43.83
86,pOWNEF,https://www.amazon.com/Equate-Sugar-Free-Fiber-Powder-Servings/dp/B0087AY8H6/ref=sr_1_34?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-34,"Equate Sugar-Free Fiber Powder - 90 Servings, 12.3 oz (2 pack)",B0087AY8H6,
87,pOWNEF,https://www.amazon.com/Anker-Protector-PowerExtend-Extension-Protection/dp/B089SPWMW8/ref=sr_1_35?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-35,"Anker Power Strip Surge Protector (2 × 4000 Joules), PowerExtend Strip 12 Outlets with Flat Plug, 1875W Output, 6ft Extension Cord, Dual Surge Protection for Office, Home",B089SPWMW8,$33.13
88,pOWNEF,https://www.amazon.com/12-Benefits-Instant-Healthy-Treatment/dp/B00480JHWK/ref=sr_1_36?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-36,"12 Benefits Instant Healthy Hair Treatment for Unisex, 6 Ounce",B00480JHWK,
89,pOWNEF,https://www.amazon.com/Premium-Whiskey-Stones-Gift-Stainless-Steel/dp/B07NP2GFJ4/ref=sr_1_37?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-37,"Premium Whiskey Stones Gift Set for Men - 2 King-Sized Chilling Stainless-Steel Whiskey Balls - 2 XL Whiskey Glasses, Slate Stone Coasters, Freezer Pouch & Tongs - Luxury Set in Unique Pine Wood Box",B07NP2GFJ4,$44.97
90,pOWNEF,https://www.amazon.com/Dual-D-Tap-Charger-Compatible-Batteries/dp/B07JVRZLS1/ref=sr_1_38?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-38,New Dual D-Tap (P Tap) Travel Charger Compatible Sony V-Mount/V Lock and Anton Bauer Gold Mount Batteries with 2-Prong Power Cord,B07JVRZLS1,$39.99
91,pOWNEF,https://www.amazon.com/Owners-Weighted-Twistlock-Chrome-Centering/dp/B0015N6JB0/ref=sr_1_39?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-39,Owner's Weighted Twistlock Black Chrome Hook with Centering Pin,B0015N6JB0,$5.49
92,pOWNEF,https://www.amazon.com/PowerSmart-PS76400C-Cordless-Batteries-Charger/dp/B0851QZLTR/ref=sr_1_40?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-40,"PowerSmart Combo Kit, 20V MAX Cordless Drill/Saw Combo Kit, Cordless 1/4"" Impact Driver, Cordless Circular Saw, Reciprocating Saw, LED Flashlight, 4-Tool Included, PS76400C",B0851QZLTR,$149.99
93,pOWNEF,https://www.amazon.com/CINEMOOD-360-Interactive-360-DEGREE-Educational/dp/B07YGT2RVS/ref=sr_1_41?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-41,"CINEMOOD 360 - Smart wi-fi Cube Projector with Streaming Services, 360° Videos, Games, Kids Entertainment. 120 inch Picture, 5-Hour Video Playtime. Neat Portable Projector for Family Entertainment.",B07YGT2RVS,$499.95
94,pOWNEF,https://www.amazon.com/Owner-Stinger-66-Treble-Hook/dp/B003I3KGAA/ref=sr_1_42?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-42,"Owner American 5666-139 Stinger-66 Treble Hook, Size 3/0, Short Shank, 4X",B003I3KGAA,$18.24
95,pOWNEF,https://www.amazon.com/Owner-Stinger-36-Treble-Hook/dp/B0015NDRZG/ref=sr_1_43?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-43,Owner 5636 ST-36 Treble Super Needle Point Hook,B0015NDRZG,
96,pOWNEF,https://www.amazon.com/Benefit-BeneBalm-Hydrating-Tinted-Travel/dp/B01JKISVVW/ref=sr_1_44?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-44,Benefit BeneBalm Bene Balm Hydrating Tinted Lip Balm Mini Travel .05 ounce,B01JKISVVW,
97,pOWNEF,https://www.amazon.com/Festival-Colors-Rangoli-Quality-Packets/dp/B004APJUM0/ref=sr_1_45?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-45,"Festival Colors (Rangoli) Holi High Quality Colors, 50 Gram Packets (Pack of 10)",B004APJUM0,
98,pOWNEF,https://www.amazon.com/Kelloggs-Rice-Krispies-Treats-Variety/dp/B01HHVWWMI/ref=sr_1_46?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-46,"Kellogg's Rice Krispies Treats, Crispy Marshmallow Squares, Variety Pack, with Writable Wrappers, 12.4oz Box (16 Count)",B01HHVWWMI,
99,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A05878932303VSE811SIU&url=%2FBounty-Quick-Size-Paper-Towels-Family%2Fdp%2FB079VP6DH6%2Fref%3Dsr_1_47_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-47-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_btf,"Bounty Quick-Size Paper Towels, White, 12 Family Rolls = 30 Regular Rolls (Packaging May Vary)",B079VP6DH6,$30.44
100,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0222639310LWDNF2VYZN&url=%2FSummit-Brands-Laundry-Whitener-Bottle%2Fdp%2FB007XQXWFO%2Fref%3Dsr_1_48_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-48-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_btf,"OUT White Brite Laundry Whitener, Removes Red Clay, Perfect for Cleaning White Baseball Pants, Sheets, Towels, Safer than Bleach, Cleaner, Brighter, Fresher Laundry, 4 Lb 12 Oz, Pack of 6",B007XQXWFO,$98.23
101,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A1032574QG6NOAGZ8YAP&url=%2FUnderarm-Corrector-Sensitive-Nourishes-Brighten%2Fdp%2FB08NDQMDML%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-49-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_btf,"Underarm Cream,Body Cream for Dark Spot Corrector and Remover for Knees, Elbows, Sensitive, Nourishes, Brighten Cream for Armpit",B08NDQMDML,$9.99
1,laptop,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A02821012A0K43E50M9WY&url=%2FAcer-Display-Graphics-Keyboard-A515-43-R19L%2Fdp%2FB07RF1XD36%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1614762677%26sr%3D8-1-spons%26psc%3D1&qualifier=1614762677&id=6963527820405297&widgetName=sp_atf,,B07RF1XD36,$364.99
2,laptop,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A098194137WWC3OCQIEA5&url=%2FCHUWI-HeroBook-Pro-Notebook-Lightweight%2Fdp%2FB08316YSKH%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1614762677%26sr%3D8-2-spons%26psc%3D1&qualifier=1614762677&id=6963527820405297&widgetName=sp_atf,,B08316YSKH,$349.00
3,laptop,https://www.amazon.com/ASUS-Processor-NumberPad-Microsoft-L210MA-DB01/dp/B081V6W99V/ref=sr_1_3?dchild=1&keywords=laptop&qid=1614762677&sr=8-3,,B081V6W99V,$199.99
4,laptop,https://www.amazon.com/HP-Chromebook-14-inch-Celeron-14a-na0010nr/dp/B08529TZMC/ref=sr_1_4?dchild=1&keywords=laptop&qid=1614762677&sr=8-4,,B08529TZMC,$267.00
5,laptop,https://www.amazon.com/Acer-Display-Graphics-Keyboard-A515-43-R19L/dp/B07RF1XD36/ref=sr_1_5?dchild=1&keywords=laptop&qid=1614762677&sr=8-5,,B07RF1XD36,$364.99
6,laptop,https://www.amazon.com/ASUS-i3-1005G1-Processor-Fingerprint-F515JA-AH31/dp/B08H4YTTLP/ref=sr_1_6?dchild=1&keywords=laptop&qid=1614762677&sr=8-6,,B08H4YTTLP,$349.99
7,laptop,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03457901I332BBZC8HZE&url=%2FCeleron-Windows-Display-Support-Expansion%2Fdp%2FB0821ZJBF8%2Fref%3Dsr_1_7_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1614762677%26sr%3D8-7-spons%26psc%3D1%26smid%3DAAY42IKZTQ3QB&qualifier=1614762677&id=6963527820405297&widgetName=sp_mtf,,B0821ZJBF8,$299.99
8,laptop,https://www.amazon.com/Acer-i5-10300H-GeForce-Keyboard-AN515-55-59KS/dp/B08H2H89K1/ref=sr_1_8?dchild=1&keywords=laptop&qid=1614762677&sr=8-8,,B08H2H89K1,$729.99
9,laptop,https://www.amazon.com/Dell-Inspiron-Laptop-Processor-Bluetooth/dp/B08HY7KWJ6/ref=sr_1_9?dchild=1&keywords=laptop&qid=1614762677&sr=8-9,,B08HY7KWJ6,$499.00
10,laptop,https://www.amazon.com/Lenovo-IdeaPad-i5-1035G1-15-6-inch-Screen/dp/B08NXSJVCR/ref=sr_1_10?dchild=1&keywords=laptop&qid=1614762677&sr=8-10,,B08NXSJVCR,$569.00
11,laptop,https://www.amazon.com/HP-14-inch-Celeron-Personal-14-cb181nr/dp/B084SD48S7/ref=sr_1_11?dchild=1&keywords=laptop&qid=1614762677&sr=8-11,,B084SD48S7,$284.99
12,laptop,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A00971231NWPYPYUJKGLI&url=%2FLaptop-Computer-inch-Windows-Notebook%2Fdp%2FB08NBNL411%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1614762677%26sr%3D8-12-spons%26psc%3D1&qualifier=1614762677&id=6963527820405297&widgetName=sp_mtf,,B08NBNL411,$309.99
13,laptop,https://www.amazon.com/Celeron-Windows-Display-Support-Expansion/dp/B0821ZJBF8/ref=sr_1_13?dchild=1&keywords=laptop&qid=1614762677&sr=8-13,,B0821ZJBF8,$299.99
14,laptop,https://www.amazon.com/Acer-A515-55-56VK-i5-1035G1-Fingerprint-Keyboard/dp/B087RTV311/ref=sr_1_14?dchild=1&keywords=laptop&qid=1614762677&sr=8-14,,B087RTV311,$549.99
15,laptop,https://www.amazon.com/Lenovo-1920x1080-Processor-Windows-82B1000AUS/dp/B08BB9RWXD/ref=sr_1_15?dchild=1&keywords=laptop&qid=1614762677&sr=8-15,,B08BB9RWXD,$999.99
16,laptop,https://www.amazon.com/HP-Processor-Bluetooth-Microsoft-Accessories/dp/B08QXJM323/ref=sr_1_16?dchild=1&keywords=laptop&qid=1614762677&sr=8-16,,B08QXJM323,$399.00
17,laptop,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0563393261UONVN9BCNH&url=%2FHP-Chromebook-Celeron-Bluetooth-microSDXC%2Fdp%2FB08TMBYZ61%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1614762677%26sr%3D8-17-spons%26psc%3D1&qualifier=1614762677&id=6963527820405297&widgetName=sp_mtf,,B08TMBYZ61,$269.99
